,property_url,property_id,listing_id,mls,mls_id,status,text,style,full_street_line,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,assessed_value,estimated_value,new_construction,lot_sqft,price_per_sqft,latitude,longitude,neighborhoods,county,fips_code,stories,hoa_fee,parking_garage,nearby_schools,dist_to_cwru_mi,price_per_sqft_ann
173,https://www.realtor.com/rentals/details/7102-Carnegie-Ave-21_Cleveland_OH_44103_M94568-74406,9456874406,2971922221,AVAL,61182740,FOR_RENT,"SECTION8 HOUSING VOUCHERS WELCOME! Updated 3 bedroom, 1 bathroom apartment in the historic Monticello building located in Cleveland. Amenities included: balcony, hardwood floors, kitchen appliances, most have updated kitchen and bathroom, and laundry in building. Owner pays water, sewer, trash pick up- tenants are responsible for gas and electric.. Self pay tenants start at $1, 195/month plus $1, 195 security deposit. Section8 is income based so CMHA sets pricing depending on your particular situation. Please submit the form on this page or contact VanBaker Properties to learn more.",APARTMENT,7102 Carnegie Ave Unit 21,7102 Carnegie Ave,Unit 21,Cleveland,OH,44103,3.0,1.0,,1000.0,,24,1195.0,2024-09-10,,,,False,,1.0,41.501381,-81.63929,Fairfax,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Life Skills High School of Cleveland",1.6151798242069633,14.34
174,https://www.realtor.com/rentals/details/4710-Storer-Ave_Cleveland_OH_44102_M33916-80652,3391680652,2971883575,NEOH,5068699,FOR_RENT,"Welcome to this newly renovated 2-bedroom upstairs unit, offering a bright and airy living space with fantastic natural lighting. With large windows throughout, the home is filled with sunlight, creating a warm and inviting atmosphere. The unit features two spacious bedrooms, perfect for comfortable living. The kitchen is updated and comes equipped with a refrigerator for your convenience. This property is well-maintained, clean, and move-in ready. We gladly accept Section 8 vouchers. Dont miss the chance to make this charming, well-lit space your new home! Rental Guidelines: We look for a credit score of 600 or above. Scores between 500-600 are considered conditional and are up to each owner to decide. We look for a gross monthly income of 2.5 times the amount of the monthly rent. We look for no more than 3 items in collections, excluding student loans and medical bills. We screen for bankruptcies, foreclosures, and evictions.",MULTI_FAMILY,4710 Storer Ave Unit 2,4710 Storer Ave,Unit 2,Cleveland,OH,44102,2.0,1.0,,932.0,1900.0,25,950.0,2024-09-09,68000.0,29260.0,119700.0,False,4360.0,1.0,41.462548,-81.71958,Clark - Fulton,Cuyahoga,39035.0,,0.0,1.0,"Lincoln Park Academy School District, Cleveland Metropolitan School District, Lincoln Preparatory Academy School District, Frederick Douglass Reclamation Academy",6.449185323710136,12.231759656652361
175,https://www.realtor.com/rentals/details/4436-Parkton-Dr_Warrensvl-Hts_OH_44128_M40991-90835,4099190835,2971875240,NEOH,5068618,FOR_RENT,"Some updates in this move in ready 3 bedroom 1 bath home. Laundry in basement. 2 bedrooms on main floor with large bedroom in bungalow area on second floor. 1 car detached garage and off street parking. Private backyard. New window going in back bedroom and range, refrigerator and range hood installed before move in.",SINGLE_FAMILY,4436 Parkton Dr,4436 Parkton Dr,,Cleveland,OH,44128,3.0,1.0,,1000.0,1942.0,25,1350.0,2024-09-09,3791.0,19680.0,85831.0,False,5201.0,1.0,41.439422,-81.551753,,Cuyahoga,39035.0,2.0,0.0,1.0,"Warrensville Heights City School District, Buckeye United School District, The Haley School, T2 Honors Academy",5.356434350221914,16.2
177,https://www.realtor.com/rentals/details/8014-Whitethorn-Ave_Cleveland_OH_44103_M44260-01778,4426001778,2971897918,NEOH,5068805,FOR_RENT,"Stunning 2-Bedroom Down Unit for Rent This beautifully renovated 2-bedroom unit effortlessly blends modern amenities with original charm. The professionally updated kitchen features white cabinets, a stylish backsplash, granite countertops, and stainless steel appliances. Enjoy the spacious living and dining rooms with natural hardwood floors and modern neutral colors to complement any dcor. The unit also includes 2 bedrooms, 1 bath, and a versatile space perfect for a reading nook or study area. Relax on the inviting open front porch. Prime Location: Conveniently located near Cleveland Clinic, Case Western Reserve University, University Hospitals, VA Medical Center, Cleveland Museum of Art, Cultural Gardens, and just minutes from Downtown Cleveland! Rental Details: Application Fee: $49 per adult No Pets, No Smoking Renters Insurance Required Background and Credit Check Required. Tenant Responsibilities: All utilities: Water/Sewer/Trash, Gas & Electric Lawn care, Maintenance, and Snow Removal Move-In Requirements: First months rent, security deposit, 1-year lease. Serious inquiries only.",MULTI_FAMILY,8014 Whitethorn Ave,8014 Whitethorn Ave,,Cleveland,OH,44103,2.0,1.0,,1276.0,1910.0,25,1200.0,2024-09-09,20000.0,7040.0,64800.0,False,5841.0,1.0,41.512542,-81.632891,Hough,Cuyahoga,39035.0,2.0,0.0,,Cleveland Metropolitan School District,1.3919943160756982,11.285266457680251
180,https://www.realtor.com/rentals/details/285-E-151st-St_Cleveland_OH_44110_M38858-46462,3885846462,2971874300,RNTR,9944859,FOR_RENT,"Beautiful 4 bedroom with office and an additional room for storage or playroom. Highlighted by a modern kitchen with new appliances, beautiful hardwood floors and great natural light. A two car garage provides covered off street parking.12-18 month terms possible. Renters pay all utilities except water.",SINGLE_FAMILY,285 E 151st St,285 E 151st St,,Cleveland,OH,44110,3.0,1.0,,1766.0,1924.0,25,1700.0,2024-09-09,51500.0,20590.0,135000.0,False,,1.0,41.574637,-81.576099,North Collinwood,Cuyahoga,39035.0,,,,Cleveland Metropolitan School District,5.134922374987285,11.551528878822197
181,https://www.realtor.com/rentals/details/16108-Parkgrove-Ave-Apt-1_Cleveland_OH_44110_M92658-62872,9265862872,2971872186,RENU,r3765629,FOR_RENT,"Move-in offer, $200 off your first month's rent!!Introducing a charming renovated Duplex unit located at 16108 Parkgrove Ave in Cleveland, OH. This unit, #1, offers 800.0 sqft of living space and features a historic build from 1920. With 3 bedrooms and 1 bathroom, this cozy unit provides a comfortable living environment for its residents.The property boasts a convenient location, providing easy access to nearby amenities and attractions. The unit is well-maintained and offers a blend of modern comforts and classic charm. The spacious layout allows for plenty of natural light to flow through the living spaces, creating a warm and inviting atmosphere.This Duplex unit is available for lease for 12 months, offering a long-term housing solution for those seeking a place to call home. Whether you're looking for a peaceful retreat or a place to entertain guests, this property has something to offer for everyone.Don't miss out on the opportunity to make this Duplex unit your next home. Schedule a viewing today and experience the unique charm and character that this property has to offer.Section 8 accepted",MULTI_FAMILY,16108 Parkgrove Ave Apt 1,16108 Parkgrove Ave,Apt 1,Cleveland,OH,44110,3.0,1.0,,800.0,,25,1000.0,2024-09-09,,,,False,,1.0,41.574749,-81.567993,North Collinwood,Cuyahoga,39035.0,,,,Cleveland Metropolitan School District,5.294056404454818,15.0
184,https://www.realtor.com/rentals/details/4246-Martin-Luther-King-Junior-Dr-Unit-Down_Cleveland_OH_44105_M90454-40097,9045440097,2971669507,RENU,r3734180,FOR_RENT,"This is the home you have been looking for. Nice fully renovated downstairs unit with spacious rooms and bathroom. Adequate size kitchen with refrigerator. Accentuate your home decor with finished hardwood floors with new windows and blinds.Located in a warm, safe and friendly neighborhood with adequate yard space and surrounding fence. Covered car garage and large porch for your comfort. Home is wired with safety cameras.High-speed internet included!",MULTI_FAMILY,4246 Martin Luther King Junior Dr Unit Down,4246 Martin Luther King Junior Dr,Unit Down,Cleveland,OH,44105,2.0,1.0,,1800.0,,25,1000.0,2024-09-09,,,,False,,1.0,41.443951,-81.597527,Corlett,Cuyahoga,39035.0,,,,"Harvard Avenue Community School, Cleveland Metropolitan School District",4.202829876247158,6.666666666666667
185,https://www.realtor.com/rentals/details/3911-Bush-Ave-Unit-1_Cleveland_OH_44109_M91377-98653,9137798653,2971669205,RENU,r3722241,FOR_RENT,"Move-in offer, $200 off the first month's rent!!Welcome to this charming upstairs unit, duplex located at 3911 Bush Avenue, Cleveland, OH 44109. Unit #1 offers a cozy living space spanning 1037.0 sqft, perfect for those seeking a comfortable and convenient home. Built in 1920, this historic property exudes character and charm while also providing modern amenities for your convenience.This unit features 2 bedrooms and 1 bathroom, ideal for a small family or professionals looking for a spacious living arrangement. The open layout creates a seamless flow between the living room, kitchen, and dining area, making it perfect for entertaining guests or relaxing after a long day. The unit's kitchen, countertop, stove, and refrigerator are all updated.Located in a desirable neighborhood, this duplex offers easy access to local amenities, restaurants, and parks, providing a vibrant and dynamic living experience. With a convenient location and ample living space, this property is sure to meet your needs and exceed your expectations.Don't miss the opportunity to lease this lovely duplex for 12 months starting May 28, 2024. Contact us today to schedule a viewing and make this charming property your new home!Caution: Rental Scam Alert! Beware of listings with unusually low prices. We do not list to Craigslist or communicate outside of the Hemlane platform.This home is being leased by Hemlane and the owner. All messaging and further leasing information regarding the home will be provided through Hemlane or by a Hemlane representative. For any questions, please reach out through the Hemlane listing, your Hemlane account, or by calling our team",MULTI_FAMILY,3911 Bush-3911 Ave Unit 1,3911 Bush-3911 Ave,Unit 1,Cleveland,OH,44109,2.0,1.0,,1037.0,,25,1100.0,2024-09-09,,,,False,,1.0,41.457993,-81.710892,Brooklyn - Centre,Cuyahoga,39035.0,,,,"Cleveland Metropolitan School District, Lincoln Preparatory Academy School District, Frederick Douglass Reclamation Academy",6.205224339331311,12.729026036644166
186,https://www.realtor.com/rentals/details/1261-E-99th-St-C_Cleveland_OH_44108_M98379-35621,9837935621,2971669790,RENU,r3739424,FOR_RENT,"THIS IS A TRIPLEX , UNIT C , Discover the perfect home in Ohio, Cleveland! Unit C of this spacious triplex is now available for rent, featuring 1 large bedroom and 1 full bathroom. Each room is designed to offer ample space, ensuring you have plenty of room to create a comfortable and inviting living environment. The ideal layout of the unit enhances the sense of space, providing a serene and cozy atmosphere that is perfect for relaxation and unwinding after a long day.We allow private and section 8 voucher.The living spaces are generously sized, allowing for versatile furniture arrangements and the ability to personalize your home to suit your lifestyle. The kitchen is well-appointed, offering plenty of counter space and storage options, making meal preparation a delight. The bathroom is modern and well-maintained, providing a clean and convenient space for your daily routines.Nestled in a great neighborhood, this unit is located in a prime sector of Cleveland. You'll enjoy the benefits of a safe and friendly community, with convenient access to local amenities, parks, shopping centers, and dining options. The area is well-connected by public transportation, making it easy to commute to work or explore the vibrant city of Cleveland.Whether you're a young professional, a small family, or someone looking for a peaceful retreat, Unit C in this triplex offers everything you need for a comfortable and enjoyable living experience. The combination of spacious interiors, an ideal layout, and a fantastic location makes this rental opportunity truly exceptional.Don't miss out on this incredible chance to rent a unit that perfectly balances comfort, convenience, and tranquility. Contact us today to schedule a viewing and see for yourself why Unit C is the perfect place to call home.",MULTI_FAMILY,1261 E 99th St Unit C,1261 E 99th St,Unit C,Cleveland,OH,44108,1.0,1.0,,2958.0,,25,670.0,2024-09-09,,,,False,,0.0,41.522179,-81.62059,Glenville,Cuyahoga,39035.0,,,,"Citizens Academy, Cleveland Metropolitan School District",1.386448586299825,2.718052738336714
187,https://www.realtor.com/rentals/details/1224-E-169th-St_Cleveland_OH_44110_M95551-81325,9555181325,2971873846,NEOH,5068604,FOR_RENT,"Welcome to your new home! This beautifully updated 2-bedroom rental is move-in ready and waiting for you. The modern kitchen comes equipped with all appliances, while the updated bathroom, fresh paint, and new flooring throughout make the space feel like new. Professionally cleaned and well-maintained, this home ensures a hassle-free move-in experience. Enjoy the convenience of a 1-car garage and a location thats just minutes from shopping and highway access. Plus, we welcome pets, so your furry companions can join you in your new space! With its fantastic upgrades, prime location, and pet-friendly atmosphere, this rental has everything you need for comfortable living. Dont miss out! Requirements: 600+ credit score, income of 3x the rent, and no past bankruptcies or evictions.",MULTI_FAMILY,1224 E 169th St,1224 E 169th St,,Cleveland,OH,44110,2.0,1.0,,1050.0,1925.0,25,1000.0,2024-09-09,,,,False,4400.0,1.0,41.574329,-81.562416,North Collinwood,Cuyahoga,39035.0,2.0,0.0,1.0,Cleveland Metropolitan School District,5.389005716827497,11.428571428571429
188,https://www.realtor.com/rentals/details/4428-Turney-Rd-Apt-202_Cleveland_OH_44105_M91776-41135,9177641135,2971985505,NEOH,5069466,FOR_RENT,"4428 Turney Rd. | Apt # 202, Cleveland- Spacious 1 bed 1 bath apartment! // $ 750 rent / $ 750 deposit // $49 application fee per adult // 1-2 pets OK in this unit. After application pre-approval, a PetScreening is required for any animals to proceed with one of our properties; a PetScreening affidavit is still required if you have no pets. (Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $129 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total. // CMHA OK - 1 bdrm voucher; must be prepared with reservation fee to hold the property and moving packet. // After application Pre-Approval 1 applicant per household application is required to fill out a PetScreening application, before being about to proceed with placing a Reservation Fee for one of our properties. You will receive a pre-approval for your application and in order to proceed, the PetScreening is required. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid before or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 1 // BATHROOMS: 1 // APPLIANCES PROVIDED: Fridge and stove // UTILITIES / RESIDENT RESPONSIBILITY: Resident pays gas and electric and is responsible for snow removal. // Serious inquiries only.",MULTI_FAMILY,4428 Turney Rd Apt 202,4428 Turney Rd,Apt 202,Cleveland,OH,44105,1.0,1.0,,650.0,1961.0,23,750.0,2024-09-11,,,,False,,1.0,41.438969,-81.622147,"Broadway Slavic Village, South Broadway",Cuyahoga,39035.0,2.0,0.0,,Cleveland Metropolitan School District,4.564695130824241,13.846153846153847
193,https://www.realtor.com/rentals/details/8415-Detroit-Ave-Apt-2_Cleveland_OH_44102_M49235-42708,4923542708,2971829199,NEOH,5068199,FOR_RENT,"Great 1 BR rental in the West Eighties area of Detroit Shoreway, steps form Gordon Square and a short bike ride to Edgewater Park! This newly remodeled third floor apartment comes with all utilities included for $50 on top of the rent and off street parking on the large driveway. One pet allow for additional $35 pet rent and $300 additional pet deposit.",MULTI_FAMILY,8415 Detroit Ave,8415 Detroit Ave,,Cleveland,OH,44102,1.0,1.0,,600.0,1910.0,27,799.0,2024-09-07,133000.0,42700.0,247100.0,False,6194.0,1.0,41.480467,-81.743027,Detroit - Shoreway,Cuyahoga,39035.0,1.0,0.0,,"Cleveland Metropolitan School District, Constellation Schools: Madison Community Elementary, Lake Erie International High School School District",7.176568489507263,15.98
196,https://www.realtor.com/rentals/details/10626-Thrush-Ave_Cleveland_OH_44111_M33113-48396,3311348396,2971795714,NEOH,5068177,FOR_RENT,"10626 Thrush Ave | UP, Cleveland - Spacious 2 bed 1 bath multi-family home! // $ 950 rent / $ 950 deposit // $49 application fee per adult // 1-2 pets OK with approved PetScreening and PetFee.(Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $129 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total. // All applicants are required to fill out a PetScreening application, found on our website directly on the application before being processed. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid prior to or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 2 // BATHROOMS: 1 // APPLIANCES PROVIDED: N/A // UTILITIES / RESIDENT RESPONSIBILITY: Resident pays gas and electric and is responsible for snow removal. // Serious inquiries only.",MULTI_FAMILY,10626 Thrush /Up Ave Unit 2,10626 Thrush /Up Ave,Unit 2,Cleveland,OH,44111,2.0,1.0,,912.0,1928.0,28,950.0,2024-09-06,137000.0,32730.0,153000.0,False,,1.0,41.454858,-81.760329,West Boulevard,Cuyahoga,39035.0,2.0,0.0,1.0,"Cleveland Metropolitan School District, Constellation Schools: Outreach Academy For Students With Di",8.591471694895157,12.5
197,https://www.realtor.com/rentals/details/4153-Silsby-Rd_University-Heights_OH_44118_M44253-65108,4425365108,2971742252,NEOH,5067978,FOR_RENT,Gorgeous 4 Bedroom 1.5 Bathroom colonial in the heart of University Heights! Freshly Painted! Large Upgraded Kitchen with Center Island ! Lots of Cooking Space! Updated Appliances! Kitchen opens into Freshly Floored Den with and exit to Rear Yard! Hardwood Flooring throughout! Updated Tiled Bathroom! Attached Garage! Great Location!,SINGLE_FAMILY,4153 Silsby Rd,4153 Silsby Rd,,University Heights,OH,44118,4.0,1.0,1.0,1676.0,1939.0,29,1875.0,2024-09-05,212000.0,46660.0,221000.0,False,6534.0,1.0,41.498127,-81.530539,,Cuyahoga,39035.0,2.0,0.0,1.0,"Wings Academy 2, Cleveland Heights-University Heights City, Apex Academy, Randall Park High School",4.061919172982624,13.424821002386635
200,https://www.realtor.com/rentals/details/3559-Berkeley-Rd_Cleveland_OH_44118_M33193-63018,3319363018,2971656155,NEOH,5067524,FOR_RENT,"Beautiful All Brick Colonial with Fenced in Back Yard. 3 Bedrooms + A Bonus Room and 1.5 baths The 1st floor offers a Large Living Room, Formal Dining Room, Eat in Kitchen and Half Bath. 3 Bedrooms Plus a Bonus Room that Can be Used as an Office or Craft Room and a Full Bath on the 2nd Floor. 1 Car Garage. Close to schools, shopping and hospitals with easy access to downtown Cleveland. Contact us to schedule a viewing today!",SINGLE_FAMILY,3559 Berkeley Rd,3559 Berkeley Rd,,Cleveland,OH,44118,4.0,1.0,1.0,1424.0,1937.0,30,1500.0,2024-09-04,53000.0,34480.0,216700.0,False,5401.0,1.0,41.510229,-81.552161,,Cuyahoga,39035.0,2.0,0.0,1.0,"Randall Park High School, Cleveland Heights-University Heights City, Old Brook High School School District, Apex Academy",2.946025129475669,12.640449438202246
201,https://www.realtor.com/rentals/details/317-E-156th-St-4_Cleveland_OH_44110_M91661-94962,9166194962,2971683737,NEOH,5067017,FOR_RENT,"Fantastic rental opportunity in this two bedroom unit in North Collinwood! Freshly painted and nicely updated, walking distance to the lake and other shopping. On site parking available in private rear parking lot. Easy to show and available for immediate occupancy. No vouchers or section 8.",APARTMENT,317 E 156th St Unit 4,317 E 156th St,Unit 4,Cleveland,OH,44110,2.0,1.0,,1100.0,1925.0,30,925.0,2024-09-04,,,1631000.0,False,,1.0,41.573933,-81.571716,North Collinwood,Cuyahoga,39035.0,,,,Cleveland Metropolitan School District,5.168273228355249,10.090909090909092
203,https://www.realtor.com/rentals/details/140-Public-Sq-Apt-503_Cleveland_OH_44114_M46246-07606,4624607606,2971646422,NEOH,5067319,FOR_RENT,"It doesnt get more central than this! The Park Building is a stately mid-rise building that has retained its beautiful original features from the main entry of brass elevators doors & marble staircases to stunning woodwork in the hallways & units. Unit 503 overlooks the square and has a panoramic view of the city & lake. It was retrofitted to include modern finishes & upgrades. Triple pane Anderson windows with electric blinds to let light in; keep the noise out you can enjoy the views in peace & quiet! Classic granite & tile finishes in the baths and kitchen, stainless appliances, open floor plan, original wood floors, in-suite laundry, private courtyard balcony. The primary suite offers excellent natural light with views of the square; dual sinks & large walk-in shower. Reserved parking in private, attached garage (one vehicle). You are THIS CLOSE to the following: University Circle 4.8 mi, Edgewater Beach 3 mi, Rock Hall & lakefront 0.9 mi, theater district & browns stadium each 0.7 mi, baseball stadium & basketball arena 0.7 mi, East 4th entertainment is down the street, Warehouse District is around the corner, Public Square 1 step outside your front door. Quick occupancy possible, one year lease minimum with security deposit, no pets, credit scores over 650 and monthly income of 3X the rental rate preferred. Special incentives available.",CONDOS,140 Public Sq Apt 503,140 Public Sq,Apt 503,Cleveland,OH,44114,2.0,2.0,,1191.0,1904.0,30,1900.0,2024-09-04,239000.0,19290.0,244000.0,False,,2.0,41.499093,-81.692505,"Gateway District, Downtown Cleveland",Cuyahoga,39035.0,1.0,,1.0,"Northeast Ohio College Preparatory School, Cleveland Metropolitan School District, Promise Academy",4.378202759257778,19.143576826196472
204,https://www.realtor.com/rentals/details/3677-Atherstone-Rd_Cleveland_OH_44121_M31379-29146,3137929146,2971601212,NEOH,5066746,FOR_RENT,"Welcome home to this spacious and updated split-level rental, perfectly designed for modern living. This home features four generous bedrooms and 2.5 bathrooms, providing ample space for comfort and convenience. Enjoy a family-friendly atmosphere with a dedicated family room ideal for gatherings, along with a separate living room for additional relaxation. The updated kitchen including an updated stove top, deep sink, ample counter space for meal preparation and which leads into dining room, which is large enough to host friends and family. Mud and laundry room combined which includes plenty of extra storage space. The home is complete with central air and a 2 car attached garage. Step outside to your fully fenced-in backyard, perfect for privacy, grilling, and outdoor activities! Ideal location with close proximity to all Cleveland Heights has to offer including Coventry Village, amazing restaurants, Case Western Reserve, Cleveland Clinic and University Hospitals!",SINGLE_FAMILY,3677 Atherstone Rd,3677 Atherstone Rd,,Cleveland,OH,44121,4.0,2.0,1.0,2635.0,1958.0,31,3100.0,2024-09-03,97200.0,42420.0,244096.0,False,10293.0,1.0,41.537874,-81.548339,Noble Nela,Cuyahoga,39035.0,2.0,0.0,2.0,"Apex Academy, Old Brook High School School District, Cleveland Heights-University Heights City, Randall Park High School, East Academy School District",3.8822996776363907,14.117647058823529
205,https://www.realtor.com/rentals/details/4020-Poe-Ave_Cleveland_OH_44109_M46362-00066,4636200066,2971731808,NEOH,5067877,FOR_RENT,"Beautifully remodeled Colonial. Come and see this updated four bedroom and three full bath home. Step into the welcoming front living room that leads you to the dining area and well appointed kitchen complete with all new stainless steel appliances, range, refrigerator, dishwasher and microwave. Off the primary bedroom is access to the rear balcony. Be sure to make your way to the third level perfect for an office, play area, added bedroom.",SINGLE_FAMILY,4020 Poe Ave,4020 Poe Ave,,Cleveland,OH,44109,4.0,3.0,,2474.0,1920.0,29,2500.0,2024-09-05,48000.0,12920.0,255800.0,False,3241.0,1.0,41.457392,-81.712681,Brooklyn - Centre,Cuyahoga,39035.0,2.0,0.0,,"Cleveland Metropolitan School District, Lincoln Preparatory Academy School District, Frederick Douglass Reclamation Academy",6.306202609458166,12.126111560226354
208,https://www.realtor.com/rentals/details/1357-West-Blvd-1Dn_Cleveland_OH_44102_M96771-05774,9677105774,2971407799,NEOH,5066581,FOR_RENT,"1357 West Blvd | DN, Cleveland - Spacious 2 bed 1 bath multi-family home! // $ 995 rent / $ 995 deposit // $49 application fee per adult // 1-2 pets OK with approved PetScreening and PetFee.(Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $129 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total. // All applicants are required to fill out a PetScreening application, found on our website directly on the application before being processed. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid prior to or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 2 // BATHROOMS: 1 // APPLIANCES PROVIDED: Fridge // UTILITIES / RESIDENT RESPONSIBILITY: Resident pays gas and electric and is responsible for snow removal. // Serious inquiries only.",MULTI_FAMILY,1357 West Blvd Unit 1 /Dn,1357 West Blvd,Unit 1 /Dn,Cleveland,OH,44102,2.0,1.0,,1055.0,1910.0,35,995.0,2024-08-30,,,,False,,1.0,41.481171,-81.750404,Edgewater,Cuyahoga,39035.0,3.0,0.0,,"Cleveland Metropolitan School District, Constellation Schools: Madison Community Elementary, Lake Erie International High School School District",7.5391946042459175,11.317535545023697
209,https://www.realtor.com/rentals/details/1074-E-71st-St-2_Cleveland_OH_44103_M94836-16648,9483616648,2971615666,AVAL,61178026,FOR_RENT,"Welcome to your new home! This beautifully renovated 3-bedroom, 1-bathroom rental unit offers modern comfort and style just a short distance from the picturesque lake. Inside, you'll find a bright and inviting space featuring both Edison bulbs and LED lighting, creating a warm and contemporary ambiance. The recent renovations ensure that you'll enjoy updated fixtures, fresh paint, and sleek finishes throughout. The generous layout provides ample room for relaxation and entertainment, with well-sized bedrooms and a fully updated bathroom. Conveniently, we accept housing vouchers, making this a welcoming option for a variety of renters. Don't miss the opportunity to live in this charming and stylish unit near the lakeschedule a tour today!",APARTMENT,1074 E 71st St Unit 2,1074 E 71st St,Unit 2,Cleveland,OH,44103,3.0,1.0,,1150.0,,31,1555.0,2024-09-03,,,,False,,1.0,41.525242,-81.639923,St. Clair - Superior,Cuyahoga,39035.0,,,,"Ohio Connections Academy Inc, Cleveland Metropolitan School District, Horizon Science Academy Cleveland, Horizon Science Academy-Cleveland Middle School",2.1822734874387755,16.22608695652174
210,https://www.realtor.com/rentals/details/3390-E-143rd-St_Cleveland_OH_44120_M35926-60772,3592660772,2971412137,NEOH,5066637,FOR_RENT,"3390 E 143rd st, Cleveland.. 2 Beds, 1 bath. Accepting vouchers! Large bedrooms, spacious living space! Kitchen appliances included. Apply while it lasts! security deposit and first months rent due at signing. Pet restrictions.",APARTMENT,3390 E 143rd St,3390 E 143rd St,,Cleveland,OH,44120,2.0,1.0,,1000.0,1925.0,35,1000.0,2024-08-30,146000.0,24820.0,184000.0,False,4800.0,1.0,41.467342,-81.582647,Mount Pleasant,Cuyahoga,39035.0,2.0,,,Cleveland Metropolitan School District,2.8794428708572006,12.0
219,https://www.realtor.com/rentals/details/5503-Herman-Ave_Cleveland_OH_44102_M41308-17145,4130817145,2971403441,NEOH,5066457,FOR_RENT,"5503 Herman Ave, Cleveland- Spacious 3 bed 3.5 bath single family home! // $ 3200 rent / $ 3200 deposit // $49 application fee per adult // 1-2 pets OK with approved PetScreening and PetFee.(Some breed restrictions apply per HUD guidelines). // NO SMOKING // 1 time $169 non-refundable set up fee paid at lease signing // $30/month required resident benefit package; can include personal property/liability insurance for an additional $5/month for $35/month total. // All applicants are required to fill out a PetScreening application, found on our website directly on the application before being processed. Even if you have NO pets - this application must be filled out. One time, non-refundable pet fee of $200-500 per animal applies to all pets & must be paid prior to or when you pay your first month rent. (No fee for qualified assistance animals). // Our application is processed through secure site: Findigs, and they require ID and income verification. Without this, your application will not be processed. They offer 24/7 chat support on their application directly if you have any questions. // BEDROOMS: 3 // BATHROOMS: 3.5 // APPLIANCES PROVIDED: Fridge, stove, microwave, and dishwasher // UTILITIES / RESIDENT RESPONSIBILITY: Residents are responsible for all utilities including: water/sewer/trash, gas & electric and are responsible to maintain lawn care, maintenance & snow removal. // Serious inquiries only.",TOWNHOMES,5503 Herman Ave,5503 Herman Ave,,Cleveland,OH,44102,3.0,3.0,1.0,2700.0,2021.0,35,3200.0,2024-08-30,580000.0,203000.0,633556.0,False,3703.0,1.0,41.487201,-81.724708,"Detroit - Shoreway, Gordon Square Arts District",Cuyahoga,39035.0,2.0,,2.0,"Cleveland Metropolitan School District, Near West Intergenerational School",6.148988663806005,14.222222222222221
